Video_Origen	ID_Video	Usuario	Comentario	Likes	Hace cuanto tiempo	Idioma
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@tortugaveloz148	Podemos conocer otras culturas, como ticos somos pura vida, amigos de todo mundo, así es el tico de verdad. Pero no podemos imitar lo que no es nuestro y peor aún ponernos ha copiar formas de vida y otras cosas que no son propias de nuestro pueblo.	1	hace 4 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@tortugaveloz148	Como ticos somos únicos y originales, no podemos perder nuestra ideosincracia, no podemos pasar la vida imitando culturas y modas de otros países y haciendo a un lado nuestra berders forma de ser.	1	hace 4 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@tortugaveloz148	Mis respetos para ese gran músico y compositor Don Carlos Guzmán. Siempre he creido que la letra de esa canción deberían de enseñarla en las escuelas y colegios.	4	hace 4 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@milenarojas2792	Costa Rica playo	1	hace 4 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@milenarojas2792	Xd	1	hace 4 años	so
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@maribelsolano7414	Qué lindo cantan	1	hace 5 años	pt
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@biancacalderon8066	Buenísima!!.	1	hace 5 años	pt
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@dominguez83	Me saco las lágrimas	1	hace 5 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@valeriamorales9287	Les juro que hasta se me hizo un nudito en la garganta, de mis canciones favoritas en el mundo.	3	hace 5 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@Nalym_m	Que bonito	2	hace 6 años	it
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@HernanCamposB	Que orgullo ser TICO, además interpretada en LESCO	5	hace 6 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@ismeldacruz1230	Es suficiente para que llore	0	hace 4 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@raquelmongecordero7482	No entiendo hacia a dónde se dirige su comentario, pero si se refiere a una moda hacer una traducción a LESCO, eso versa mucho de una moda, es un derecho humano	0	hace 4 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@luzgonzalessosa4177	Xd	0	hace 4 años	so
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@FloChaVi	Por favor! Qué trabajo tan bello!	1	hace 6 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@jesusperez7214	Exelente.	1	hace 6 años	ro
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@marcosegura2346	QUE CANCIÓN!	2	hace 6 años	vi
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@yonisaur9709	Hola ustedes me dieron clases xdxd	2	hace 6 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@melopsicodelia	Hermoso! Español y Lesco, dos lenguas de Tiquicia y esa canción que hasta las lágrimas saca.	5	hace 6 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@eduardofallas3642	Me sacó las lágrimas. Que linda forma de cantar esta canción	7	hace 6 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@marioalejandrogonzalezzuni8440	Que excelente trabajo, da orgullo y ganas de representar lo mejor del tico.	3	hace 6 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@Angie1587	Demasiado chiva	1	hace 6 años	pt
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@Dayi19315	Que bonito	4	hace 6 años	it
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@olgerobando7622	Muy bueno felicidades	2	hace 6 años	es
https://www.youtube.com/watch?v=-jhkvYe3DIE	-jhkvYe3DIE	@devaru5554	Me alegraron setiembre	4	hace 6 años	es
https://www.youtube.com/watch?v=-n8sDCY06HA	-n8sDCY06HA	@karenchaves9578	Hola Jason...los videos que ustedes hacen son muy buenos y útiles. Yo he aprendido bastante vocabulario, casi todos los días dedico tiempo a ver su contenido, pero tengo una pregunta  ¿ Cuál es el orden de las oraciones? Eje Sujeto  verbo  completo. Es que no lo logro captar. Gracias	0	hace 2 años	es
https://www.youtube.com/watch?v=-n8sDCY06HA	-n8sDCY06HA	@FabioJimenez-q1x	Muchas gracias!!!	1	hace 2 años	es
https://www.youtube.com/watch?v=-n8sDCY06HA	-n8sDCY06HA	@jsonreviewing110	Hola hola!! Muchisímas Gracias por el tiempo que nos dedícas! Desgraciadamente, las lecciones a futuro iban a ser precisamente, frases compuestas, un ejemplo Me gusta salir a jugar futbol. Cómo para que se viera el cómo artícular cada palabra. Pero el tiempo, la distancía y que ya Rebe y yo no trabajamos en el mismo lugar, nos ha impedido grabar más contenido y por ende, subirlo al canal. Factores ecónomicos me impíden pedirle a Rebe que dedíquemos un día a grabar vídeos, ya que ella víve largo. Estos los grabamos en los tiempos líbres cuando trabajabamos en el mismo lugar.	0	hace 2 años	es
https://www.youtube.com/watch?v=-n8sDCY06HA	-n8sDCY06HA	@karenchaves9578	jsonreviewing110 Okey Jason. Qué pena, pero lo comprendo perfectamente. Muchas gracias por contestarme y espero que sigas teniendo éxito en todos tus proyectos. Saludos desde Escazú.	1	hace 2 años (editado)	es
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@karenchaves9578	Me encantan estos videos.	1	hace 2 años	es
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@rebvilla1	Gracias	1	hace 2 años	es
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@milenalopezvillegas3835	hola buenos días, yo soy una mujer de 49 años, y siempre quise aprender lesco ahora con esta tecnología puedo aprender, dure muchos años trabajando con clientes y solo sabia decir gracias ahora estoy cuidando a mis padres que son adultos mayores y a mis hijos que todavía son adolescentes. Y tengo un rato de ocio en las mañanas talvez algún día pueda volver a trabajar y así dar un mejor servicio a todo el mundo. Gracias por tu tiempo para que podamos aprender	1	hace 2 años	es
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@FabioJimenez-q1x	Hola, cómo se dice Ninguno. Gracias.	0	hace 3 años	es
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@edgardomendezvargas6630	Que bueno, sube la audiencia. Ojalá más personas quieran aprender.	0	hace 3 años	es
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@jsonreviewing110	Graciasssssss	0	hace 2 años	pt
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@jsonreviewing110	A ti.	0	hace 2 años	hu
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@jsonreviewing110	Hola doña Milena! La tecnología es una gran ayuda en estos días! Gracias por dedicarnos ese ratito de ocio para practícar con nosotros! Espero le sea de muchisimo provecho nuestro canal! Que disfrute y aprenda bastante! Lindo día! Json	0	hace 2 años	es
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@jsonreviewing110	Hola! Acá esta la seña de Ningún, que es la misma de Ninguno. También esta en el vídeo de Compilación de Short.	0	hace 3 años	es
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@FabioJimenez-q1x	Excelente, gracias!!	0	hace 3 años	es
https://www.youtube.com/watch?v=0-endP9mRys	0-endP9mRys	@jsonreviewing110	OJALA! Me gustaria llegar a más personas y esperemos pronto sea así! Vamos por esos 200 suscríptores!	2	hace 3 años	es
https://www.youtube.com/watch?v=04AZYn3MTsg	04AZYn3MTsg	@biancacalderon8066	Hola .. podrías enseñarnos el Salmo 91, en lesco ,es mi favorito y me encantaría aprender , muchas gracias y muchas bendiciones	1	hace 5 años	es
https://www.youtube.com/watch?v=04AZYn3MTsg	04AZYn3MTsg	@yurilesco	Hola. Mi numero es 88369276. Me gustaría saber si ya sabes LESCO, si es así sabes que aprender es ideal con personas nativas o sea con personas sordas, no obstante por supuesto que puedo apoyarte pues en este caso necesitas una interpretación (o traducción si dependo de un X formato y de la asincronía) puedes comunicarte a mi whatsapp. Bendiciones!	0	hace 5 años	es
https://www.youtube.com/watch?v=0F8NYrFRcvo	0F8NYrFRcvo	@peterjeanguerrero305	Exelente interpretacion jovenes Yo soy estudiante lesco basico 5	1	hace 3 años	es
https://www.youtube.com/watch?v=0F8NYrFRcvo	0F8NYrFRcvo	@magajara6518	Muchas gracias!	0	hace 3 años	es
https://www.youtube.com/watch?v=0F8NYrFRcvo	0F8NYrFRcvo	@peterjeanguerrero305	magajara6518 gracias a ustedes exelente trabajo inclusivo yo admiro y respeto el lesco y quiero Capacitarme estoy luchando para ganar el nivel 5 . Bendiciones jovenes interpretes	1	hace 3 años	es
https://www.youtube.com/watch?v=0f2IeO2D0E8	0f2IeO2D0E8	@edgardomendezvargas6630	Que bueno que estés compartiendo estos videos para aprender. Hasta que por fin you tube sugiere algo provechoso y de mi país. Veré desde el principio. Mi like y suscripción	2	hace 3 años	es
https://www.youtube.com/watch?v=0f2IeO2D0E8	0f2IeO2D0E8	@jsonreviewing110	Muchisimas Gracias nuevamente mi amigo! Son muchos temas los que queremos abarcar, LESCO es un idíoma enorme y super interesante! Y esperamos poner nuestro granito de arena para estándarizarlo!	0	hace 3 años	es
https://www.youtube.com/watch?v=0glJRf0gPgk	0glJRf0gPgk	@alexaaaaaaa	holaaaa como se seña cartuchera??	1	hace 1 año	es
https://www.youtube.com/watch?v=0glJRf0gPgk	0glJRf0gPgk	@peterjeanguerrero305	Exelente trabajo	1	hace 2 años	es
https://www.youtube.com/watch?v=0glJRf0gPgk	0glJRf0gPgk	@camilaescobar9485	Holaaa muchas gracias por los vídeos y la constancia creeanme que sí los veo y aprendo un montón se les agradece demasiadooo	0	hace 2 años	es
https://www.youtube.com/watch?v=0glJRf0gPgk	0glJRf0gPgk	@nnrmz	Holaa, hace bastante estoy interesada en aprender Lesco y acabo de encontrar su canal, me encanta la variedad de frases y palabras. Del abc yo no había podido pasar. Demasiado linda, profe, gracias	1	hace 2 años	es
https://www.youtube.com/watch?v=0glJRf0gPgk	0glJRf0gPgk	@jsonreviewing110	Graciasssss Peter!	0	hace 2 años	en
https://www.youtube.com/watch?v=0glJRf0gPgk	0glJRf0gPgk	@jsonreviewing110	Muchisisímas Gracias por tu apoyo!! Compártelo para que más personas aprendamos LESCO juntos!!	0	hace 2 años	es
https://www.youtube.com/watch?v=0kbgGe32VJ8	0kbgGe32VJ8	@peterjeanguerrero305	Super MEGA me encanta Exelente Docente	0	hace 2 años	es
https://www.youtube.com/watch?v=0kbgGe32VJ8	0kbgGe32VJ8	@EdieLinarte	TENGO QUE ESTUDIAR PARA PASAR A CUARTO Y ESTOY ENPESANDO A ENLOQUESER	0	hace 2 años	pt
https://www.youtube.com/watch?v=0kbgGe32VJ8	0kbgGe32VJ8	@FabioJimenez-q1x	Muchas gracias, muy útil.	0	hace 2 años	es
https://www.youtube.com/watch?v=0kbgGe32VJ8	0kbgGe32VJ8	@jsonreviewing110	EXCELENTE ALUMNO!	0	hace 2 años	pt
https://www.youtube.com/watch?v=0kbgGe32VJ8	0kbgGe32VJ8	@jsonreviewing110	Jaja, no tepreocupes, te va a ir bien!	0	hace 2 años	lv
https://www.youtube.com/watch?v=0kbgGe32VJ8	0kbgGe32VJ8	@EdieLinarte	jsonreviewing110 Muchas gracias tube un 100 en el examen	0	hace 2 años (editado)	es
https://www.youtube.com/watch?v=0kbgGe32VJ8	0kbgGe32VJ8	@jsonreviewing110	A usted por vernos!	0	hace 2 años	pt
https://www.youtube.com/watch?v=1aIuVPHeIts	1aIuVPHeIts	@victoriarojas3597	ME GUSTAN MUCHO TUS CLASSES	0	hace 2 años	de
https://www.youtube.com/watch?v=1oro-Dbv610	1oro-Dbv610	@peterjeanguerrero305	Super exelente me encanta 100	1	hace 2 años	es
https://www.youtube.com/watch?v=1oro-Dbv610	1oro-Dbv610	@edgardomendezvargas6630	Que interesante. A practicar!	2	hace 3 años	es
https://www.youtube.com/watch?v=1oro-Dbv610	1oro-Dbv610	@jsonreviewing110	Mil gracias	0	hace 2 años	es
https://www.youtube.com/watch?v=1oro-Dbv610	1oro-Dbv610	@jsonreviewing110	Excelente!	1	hace 3 años	ro
https://www.youtube.com/watch?v=1p0LGIqR_k0	1p0LGIqR_k0	@veraacosta6915	Hola, saluditos, ¿Como se dice feliz Navidad?... gracias	1	hace 5 meses	es
https://www.youtube.com/watch?v=1p0LGIqR_k0	1p0LGIqR_k0	@SuperColon2	Me gustaría empezar de nuevo con Curso 1. Donde le encuentro?	0	hace 5 meses	es
https://www.youtube.com/watch?v=1r_ugCtCgnM	1r_ugCtCgnM	@julycruz2587	(	0	hace 2 años	unknown
https://www.youtube.com/watch?v=1r_ugCtCgnM	1r_ugCtCgnM	@julycruz2587	Hola mserlova yo macelsp 4	0	hace 2 años	ca
https://www.youtube.com/watch?v=1r_ugCtCgnM	1r_ugCtCgnM	@karinarodriguez4385	Si yo quiero decir hay viento y rayos, como diferenció a si quiero decir tormenta?	0	hace 4 años	es
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@williamsaboriomarin2095	Muchas gracias, Dios te bendiga!	1	hace 1 año	es
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@hipokmpo07	Buenas Imparten Clases	1	hace 2 años	es
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@IleanaCubero	Mi nombre es Ileana cubero y quiero llevar clases para enseñarles a los niños, como puedo hacer un contacto, soy adulta y tengo tiempo libre	0	hace 3 años	es
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@FabioJimenez-q1x	Excelente, gracias.	1	hace 3 años	es
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@edgardomendezvargas6630	Excelente. Solo una duda cómo podemos diferenciar presente de ahora?	6	hace 3 años	es
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@jsonreviewing110	No por ahora corazón	0	hace 1 año	pt
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@jsonreviewing110	Hola! Cómo tal, no sómos una academia de LESCO, solo compartimos diferentes temas y clases que podrían ser de interés. Existe una página, www.yopuedoaprenderlesco.com en la que puedes practicar, tambien, si lo que deseas es una clase impartida por Rebe (que por cierto es muy buena enseñando), escríbeme a mi email jsonsg2gmail. com y te paso el contacto de ella. Gracias y mucha suerte!	0	hace 3 años (editado)	es
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@jsonreviewing110	Gracias a ti!	0	hace 3 años	es
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@jsonreviewing110	Quiza por el angúlo de grabación no se percibe mucho. Ahora y Presente comparten la misma seña. Pero, Presente se mueve dos veces de arríba hacia abajo y Ahora solo 1. Me disculpo porque en el momento de la grabación, la camára se mueve un poco y da la impresión de mover las manos, pero Ahora solo se mueve 1 vez. Gracias por consultar! Avísame si tienes más dudas.	6	hace 3 años	es
https://www.youtube.com/watch?v=1riA11y67vc	1riA11y67vc	@josue2292	jsonreviewing110 112 Buenas, creo que, no es correcto el Ahora. Yo logro ver que se mueve tres veces de arriba hacia abajo. (No estoy seguro si me equivoco)	1	hace 1 año (editado)	es
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@peterjeanguerrero305	Me encanta un 100 Saludes Xinia Berrocal	0	hace 3 años	ca
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@keylortrll	Yyyu	0	hace 3 años	cy
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@rosirisarayalopez488	Me gusta mucho, es que le estoy enseñando a mi hija porque ella habla muy poco pero todo lo entiende y por muchas cosas que ella tiene tiene retardo mental y de lenguaje, y por el lenguaje de señas ella como que aprende más rápido. Quería preguntarles cómo se dice dorado en señas, los colores casi todos se los sabe pero nos topamos con dorado y no sé.	0	hace 4 años	es
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@hellenquirosviquez4172	excelentes son	0	hace 5 años	pt
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@tatyzu2241	Me encanta como explican, se entiende súper bien !!! exelente	1	hace 5 años	es
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@andrespiu88	Hasta que le di al clavo. Siempre he querido aprender y ustedes son buenas maestras	2	hace 6 años	es
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@monserratperezvargas3846	Excelente iniciativa Facilita mucho el aprendizaje de este lenguaje!	0	hace 6 años	es
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@flywesth9236	Excelente video!	1	hace 6 años	es
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@aprendiendolescoicapsa4979	Muchas gracias Andrés.	0	hace 6 años	es
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@aprendiendolescoicapsa4979	hey muchas gracias por su comentario.	1	hace 6 años	es
https://www.youtube.com/watch?v=1wzRCIzmX_o	1wzRCIzmX_o	@aprendiendolescoicapsa4979	Muchas gracias por su comentario.	2	hace 6 años	es
https://www.youtube.com/watch?v=22ovpK3pZmI	22ovpK3pZmI	@dayanabarrantes625	Hola, tengo una duda con abril y con octubre, veo otros vídeos y dicen diferentes esos meses.	0	hace 2 años	es
https://www.youtube.com/watch?v=22ovpK3pZmI	22ovpK3pZmI	@jsonreviewing110	Hola! Mucho depende de dónde son los vídeos. Algunos son vídeos de otros países, que aunque la variación sea miníma, la hay. Rebeca estudío LESCO acá en Costa Rica y al ser persona no oyente, este es su medio de comunicación. Ella nos enseñó el detalle de las señas en diferentes países y cómo podían ser variadas, a la vez que tambien, Octubre tiene un pár de señas en el LESCO de Costa Rica.	1	hace 2 años	es
https://www.youtube.com/watch?v=22ovpK3pZmI	22ovpK3pZmI	@dayanabarrantes625	Gracias, yo estoy estudiando LESCO, lenguaje de señas costarricense y esas dos señas me las enseñaron diferente por eso me queda la duda.	1	hace 2 años	es
https://www.youtube.com/watch?v=22ovpK3pZmI	22ovpK3pZmI	@wendyalvarado2617	A mi igual me enseñaron diferente Febrero, octubre y diciembre. En los videos podrían hacer la variación de la Seña en Lesco si existiera otra. Para la aclaración.	0	hace 2 años	es
https://www.youtube.com/watch?v=22ovpK3pZmI	22ovpK3pZmI	@jsonreviewing110	Gracias!! Comparte los videos con amigos y familiares, para que todos aprendamos un poquito cada día!	1	hace 3 años	es
https://www.youtube.com/watch?v=2BZD7yM9aLE	2BZD7yM9aLE	@alfonsovillalobos5852	Profe...gracias por todas sus enseñanzas y dedicación!!!	0	hace 4 semanas	es
https://www.youtube.com/watch?v=3CcpQFkQ1X8	3CcpQFkQ1X8	@daysimorales8513	Buen video	2	hace 5 años	es
https://www.youtube.com/watch?v=3CcpQFkQ1X8	3CcpQFkQ1X8	@nikolbarboza8180	La chica se parece a mí profe,buen video	2	hace 6 años	es
https://www.youtube.com/watch?v=3CcpQFkQ1X8	3CcpQFkQ1X8	@donogames3960	Buen video profe	2	hace 6 años	es
https://www.youtube.com/watch?v=3WvYkTHM3wc	3WvYkTHM3wc	@josea5367	Gracias. Buen contenidos	1	hace 1 año	es
https://www.youtube.com/watch?v=3jHHuemHwR0	3jHHuemHwR0	@jeancarloporras4143	Trabajo en un hospital y va a ser de mucha ayuda esta información. Gracias.	2	hace 2 años	es
https://www.youtube.com/watch?v=3jHHuemHwR0	3jHHuemHwR0	@FabioJimenez-q1x	Muy útil, excelente trabajo.	1	hace 2 años	es
https://www.youtube.com/watch?v=3jHHuemHwR0	3jHHuemHwR0	@mariagabrielabrenesacuna4361	Muchas gracias esta exelente	0	hace 2 años	es
https://www.youtube.com/watch?v=3jHHuemHwR0	3jHHuemHwR0	@jsonreviewing110	A la orden	0	hace 2 años	es
https://www.youtube.com/watch?v=4XUwEGDkGNk	4XUwEGDkGNk	@ModestaPerez-p1f	Muy bueno	0	hace 4 meses	es
https://www.youtube.com/watch?v=4XUwEGDkGNk	4XUwEGDkGNk	@esmildarostran1811	Buenísimo Gracias Jessy	0	hace 3 años	es
https://www.youtube.com/watch?v=4XUwEGDkGNk	4XUwEGDkGNk	@Jessygonzalezt	Gracias por el apoyo )	0	hace 3 años	es
https://www.youtube.com/watch?v=59Hf8BK_qh8	59Hf8BK_qh8	@MarisolEspinoza-pm2ih	Motivar es así	1	hace 2 años	es
https://www.youtube.com/watch?v=59Hf8BK_qh8	59Hf8BK_qh8	@celestearce965	Yo ya estudie la clase 1 y 2	0	hace 3 años	es
https://www.youtube.com/watch?v=59Hf8BK_qh8	59Hf8BK_qh8	@celestearce965	Hola buenas tardes una pregunta ustedes son de costa rica	1	hace 3 años	es
https://www.youtube.com/watch?v=59Hf8BK_qh8	59Hf8BK_qh8	@FabioJimenez-q1x	Excelente, muy util, muchas gracias.	0	hace 3 años	es
https://www.youtube.com/watch?v=59Hf8BK_qh8	59Hf8BK_qh8	@jsonreviewing110	Hola! Sí, somos de Costa Rica.	0	hace 3 años	es
https://www.youtube.com/watch?v=59Hf8BK_qh8	59Hf8BK_qh8	@jsonreviewing110	Gracias, si tienes alguna sugerencia de tema, las recibimos con gusto	0	hace 3 años	es
https://www.youtube.com/watch?v=59Hf8BK_qh8	59Hf8BK_qh8	@FabioJimenez-q1x	Me gustaria un video de proformas	0	hace 3 años	es
https://www.youtube.com/watch?v=5HQir7vo8Sw	5HQir7vo8Sw	@notengonombre8164	Ella se sube cada rato los anteojos y lo confunde a uno	0	hace 3 semanas	es
https://www.youtube.com/watch?v=5HQir7vo8Sw	5HQir7vo8Sw	@MATRIX96958	Me encanta estooooo aprendo mucho señas	2	hace 2 años (editado)	es
