Video_Origen	ID_Video	Usuario	Comentario	Likes	Hace cuanto tiempo
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@yiyolenguamerlano6982	Así es Cuan hermoso es tu Nombre,,eres Incomparable Nadie se Iguala a Ti, eres Todopoderoso  nada de lo que pasa es más grande que  Tú Jesús  ,. Tu Fidelidad es Grande amén 🙏🙏	3	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@yosiariellorenzo9535	Aleluya	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@lorenamanzo4	Que hermosa adoración.Realmente se siente su presencia.	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@Mary-qd4kn	♡♡♡	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@gatoplomo369	(...)Tuyo es el reino, tuya es la gloria, tuyo el poder y autoridad💜💜💜	3	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@sugeydaza7808	YESHUA🕊️💕BARUJ HASHEM ADONAI 🕊️🔥🔥🔥🔥🔥🙏♥️🔥♥️🕊️💕	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@mairaraudales7096	Majestuoso Tu nombre es...........Incomparable eres !!!	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@bri_soid3167	❤️	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@luistellez3643	Hermosa alabanza..no hay otro nombre.. JESÚS Mi REY	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@rosapalacios3850	"Me llenas mi Jesús. Inundame más Espíritu Santo. 🙏🏾
 Eres todo para mí. Te amo."	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@alejandraa.6441	Yo sin Dios no soy nada, El es grande en amor, poder y misericordia.	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@valentinagonzalez1434	Amen	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@chocoosunalopez1695	Que el Señor lo bendiga y que su Espíritu Santo toque su corazón y lo traigo de nuevo a Jesucristo! Amén 🙏🏼	8	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@gasparvelasquez7518	Amen estaremos orando por su vida seguimos adelante en el camino de nuestro señor Jesucristo	8	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@vanessageomarylalangecabre564	 @gasparvelasquez7518  8	1	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@deyanirajimenez5325	Bendiciones Alex regresa antes de que sea tarde Dios te ama tanto que te está llamando con lazos de amor oro a Dios para que despeje toda duda todo lo que te hizo salir de su presencia toda tinieblas se dispersa en tu vida en tu hogar 🏠 en el nombre de Jesús que la sangre 🩸 del coldero de Cristo te cubra ati y tu familia donde quiera que esté vamos levántate todo lo podemos en Cristo que no fortaleze filipense 3 14	8	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@Milena_Caseres	Ánimo Alex ! Dios nos llama sin cansarse ! No pierdas tiempo ! El está esperando ! 🙌🏽	7	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@Ade3758	Vulve a casa manito lindo. Dios te espera tal y como eres. El no a dejado de amarte.	6	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@briggetteronquillo06	Amén🙌	4	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@GilmaDeNievesMorales1013	Amen hermano	4	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@Anysar12	Amigo en Jesús crea... no haga caso a la depresión o tristeza... confíe en él	4	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@nicolascortes7907	"El te está esperando, no pierdas más tiempo lejos de él y aunque te fuiste el Nunca se separo de ti. Cristo murio por ti en la cruz para que puedas ser salvo y hallar gracia a los ojos de Dios por lo que hizo su hijo Jesús, por ti.
El te ama y su amor trasciende nuestro entendimiento corre a él..."	4	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@laur2412	"Recuerda la parábola del hijo pródigo!! 
Bendiciones"	4	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@altagraciapegueroalfonseca6387	El Señor te fortalezca  te abrace y te guíe por sus sendas de justicia. Que el Espíritu Santo inunde todo tu ser e ilumine tus pasos de regreso a la casa de tu Padre Celestial y tu familia sea salva por la gracia del Señor derramada en ti.	2	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@wendyestrada1235	Regresa tu eres un heredero de su gracias   y claro que te habla cuando lo aceptamos  como nuestro señor y salvador somos sellados cristo te ama y extraña tu voz adorandole	21	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@AndreaGonzalez-rt6zr	si! Jesus te ama <3 y quiere que lo conozcas!	1	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@dannerysreyes3067	Buenas	1	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@dannerysreyes3067	Pon tu confianza en Dios 🔥	1	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@venezuelaprogresa3640	Dios te bendiga Jesús tiene un propósito contigo soy Evangelista para la Gloria de mi Dios cuando nesecite. Oración me dices AMÉN 🙏	1	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@lilianacroquer1112	Amén! Amén! El está a la puerta y llama. Poderoso su nombre es! Bendiciones!	1	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@kirsiferrer1985	Dios te bendiga mucho... Y te levantará , el te ama como a nadie, nunca lo olvides. El siempre ha estado ahí contigo, aunque no lo veas... Esa comentario expresa valentía de tu parte...	1	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@jeanettecastro267	Amén	1	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@juanolivera6928	Animo a todos nos puede pasar de apartarnos de los caminos del señor pero nunca es tarde para regresar como el hijo pródigo, Jesús te ama y te dice ven Dios te bendiga y declaramos liberación a tu vida para buscarle en espíritu  en verdad ... saludos .	1	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@marinadiaz8685	Hermano busca una santa cena con Dina Santamaría. Alma adormecida con Anthony Carreño encontrará lo que le hace falta. Bendiciones	1	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@brazil87ful	Eres tu quien debe hablar con el y buscar su perdon en genuino arrepentimiento.  Dios ha estado contigo siempre. Tu lo dijiste tu te   apartaste de el.. y eso duele. Llegamos a el por gracia y misericordia. No por merito alguno. Sus brazos estan abiertos para recibirte. Por que su amor es incomparable, eternal	1	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@felipinvas	No te sueltes mas de aquel q dio su sangres por ti	1	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@elianamarcelarojanoramirez1531	El Padre te ama❤	1	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@gregorinaramirez1816	Vuelve a tu padre el te espera con su amor 🙏	1	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@laurapauseno4288	🙏🙏🙏 regresa a los brazos de nuestro padre celestial él está esperándote con todo su  a él le dará mucho gusto que tú regreses así como el hijo pródigo regresó a su padre así él te abrazará y siempre estará contigo y con toda tu familia cuidándote y guiándote 🙏❤️	1	6 months ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@YolandaHernandez-be3bt	"Con todo respeto Dios se escribe con D mayúscula.
Con minúsculas son dioses de idolatría"	15	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@erickcuervo27	"​ @YolandaHernandez-be3bt  si farosea , si lees puso las dos formas, Dios no se fija en eso.
Debes de ablandar tu corazón, recuerda que no todo el que me llama señor entrara 
."	0	10 months ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@DamianHarrison	https://youtu.be/wRrTgza-4N0	0	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@yeshuaelsalvador2676	Para delante siervo levántate, como el búfalo 🦬	0	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@rosamercedeszarate7160	El nunca se aparto hasta q termine su obra en ti!!PORQUE TE AMA TANTO!!💖💖💖💖	0	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@jhacairacarolinaaquinorosa4920	Aleluyaaaa	0	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@katherinevillavargas9740	🙏🙏🙏	0	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@matiasimbaquingo7192	No dudes en volver Hazlo y nunca mas vuelvas a mirar el te Ama  y dio su vida por ti y por todos sin distincion.	0	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@rocionowak4827	Dios altísimo te ama y le duele mucho que le des la espalda. Lee Isaías 59 :	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@rocionowak4827	Es Isaías 58 : 13 y14 el versículo bíblico	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@celinesperaza6557	DTB siempre quien eres pero Dios está tocando tu corazón vuelve y verás el milagro q tiene para  ti algo q ahnela se valiente y Dios abre sus brazos para ti ..	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@joannpolanco966	Estás a tiempo...aún vives...	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@melania.3411	Alex Castaneda no lo dudes Dios es real y habla de diferentes maneras el te ama y quiere que vengas a él abre la puerta de tu corazón y verás y sentirás grandes cambios increíbles en tu vida.	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@haredreyes4550	"Nunca es tarde, yo estado pasando momentos difíciles con la salud de mi padre y el Señor ha sido bueno, a pesar que cuando uno está bien fácil se olvida de El. 
Animo !!"	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@alejandravaladez8326	Oro que El Señor te dé La Paz que regreses a su camino . Que El Espíritu Santo sea tu ayudador , y que traiga libertad en tu vida para adorar y bendecir al único que es Digno de adorar .	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@rociohernandez3768	😅	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@maritzavaldivia-fn1yc	Estar alejado de Dios es horrible	0	2 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@deisyemery410	😊😊😊 7:48 😊 7:48 7:48 😊 7:48 7:48 7:48 7:48 7:48 7:48 7:48 7:48 😊😅😊😊😊😊😊😊😊😊	0	2 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@butterflybuitrago3717	No hay otro nombre como el de El, no permitas que el tiempo pase, El te anhela como el Padre al Hijo Pródigo y hará una fiesta cuando vuelvas a El... Tu y tu familia le servirán... No te rindas...😊😊😊	0	2 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@PatriciaHuamánEspinoza	Vuelve a casa, a los brazos de tu Padre. Se valiente y vuelve, su gran amor te espera 😊	0	2 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@joselynlapaz2391	9:35 9:37 9:38	0	1 year ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@laurapauseno4288	Regresa No lo dudes él te seguirá esperando con los brazos abiertos🤗🙏	0	6 months ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@juanpablogarnicaperez2299	Dios te Bendice . Álex , solo una cosa te digo; si te apartaste de los caminos de Dios es por qué Jamás naciste de nuevo. Jamás tuviste un encuentro con Él. De echo tu hablas de caminos si fuesen varias las vías para llegar hasta nuestro papito celestial. La verdad que solo hay un solo y único camino para llegar a nuestro padre y Creador. Se llama Jesucristo. Inclusive cuando hagas referencia a Nuestro padre Celestial , se escribe Con ( D Mayúscula  ) y no con d minúscula. Pero si le buscas con sinceridad Él te acogerá , te perdonará y te dará vida Eterna. Será tu Amigo y te Amará. Pero  si sigues en tu camino   de perdición , entonces , el infierno te está esperando . Tú dices por cual cual camino vas.	9	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@joannpolanco966	 @juanpablogarnicaperez2299  no corrija tanto.....¡Ame! Tal como lo hace Jesús....por eso y mucho más, muchos se alejan....	0	3 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@CarlosSilva-oh2ih	​ @juanpablogarnicaperez2299 no necesariamente. El hijo pródigo no dejo de ser hijo y reconoció que tenía que volver a casa de Su Padre. Solo los hijos reconocen que tienen un Padre a quien volver y que los espera a brazos abiertos	0	2 years ago (edited)
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@sormunoz2698	​ @juanpablogarnicaperez2299 .Dios nos manda es ha levantar no a condenar ...exhortamos con espiritu de mansedumbre..Dios vino a buscar y a salvar al caído....El que este libre de pecado mire que no caiga ....Bendiciones ...	0	2 years ago (edited)
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@vanessadelacruz9631	"""..mi transgresión tu perdonaste, nada nos separará..""!! escuchar esa segunda voz me estremece.."	3	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@lauramurillo9198	Bella alabanza me encanta😭	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@manueljesusgarcialeon4333	Soy una chica que bella canción a Nuestro hermanito Jesús y a Nuestro Padre Celestial Nuestro hermanito Jesús derramo su sangre por nosotros los pecadores Nuestro PadreCelestial resucitó a Nuestro hermanito Jesús al tercerdía.🤩🤩😍😍🤩🤩🤩🤩🤩🤩🤩🤩🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@manueljesusgarcialeon4333	Soy una chica que bella canción a Nuestro Padre Celestial.🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@normaelsareale6597	No hay otro nombre único a Jesús (soy sorda norma) amen	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@olgaoliverarengifo5789	Dios bendigo tu nombre Dios te amo	3	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@olgaoliverarengifo5789	Gloria a Dios aleluya amén el es grande	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@marianaleonor2812	Inigualable, incomparable  hoy y por siempre reynaras!!!!..Jesús 💙👑🙌🙏🛐	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@nubiamaradiaga7142	Aleluya	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@mariandreflores3792	<3	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@Annabella.712	poderoso rey de reyes, solo tu partiste el velo, viniste por mi.... te amo, a ti sea la gloria la honrra, venciste la muerte... cristo vieneeeeee	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@veillardnerlande9400	Gracias mi Dios	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@xiomaraflorez1423	Amén amén y amén	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@-LearnChinesewithMimi	What a beautiful name ❤️❤️gracias para ti	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@deliavelazco6092	Hermosa alabanza a nuestro señor Jesucristo 🙏. Te amo y bendigo padre.	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@gabrielachavez9503	Amen  gloria a Dios es hermosa está albanza	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@carmenpoveda3535	🙌🏻🙌🏻🙌🏻🙌🏻 🇨🇱 Chile te Adora Señor Jesús mi Rey 🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻.	13	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@marielaguardia503	Gracias Señor por permitirme estar nuevamente en tu camino. Eres todo lo que necesito en mi vida.	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@magoburgueno2018	Poderoso  su nombre es. Amén	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@esthersanabria9236	Hola 👋 buenas tardes,Dios les bendiga,les guarde ,abran su corazón delante de Él sean sinceros y Él obrará ahí donde nadie sabe  ,	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@mia9089	Amen	0	4 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@Edarolando7	Hermosa adoración! Solamente es una observación, a la hermana se le olvida parte de la letra o no alcanza la nota? Lo importante es que Dios es glorificado	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@hildaespa6333	Precioso Jesús ❤️	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@miriamcastellanos2620	el unico Dios verdadero en el tenemos puesta nuestra confianza	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@daironcano8696	Gloria Al  Rey De Gloria Al Rey De Reyes A El El Poder El Reino  Y La Gloria Por Los Siglos De Los Siglos. Eternos Para Siempre Amen   Y Amen Aleluya	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@yadiratorres5314	Oracion  por las finanzas y salud	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@yeyo1954	"Cuan hermoso su Nombre es,
el nombre de Jesús mi Rey ♥️"	5	5 years ago (edited)
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@felipejoseph2599	Cuan hermoso su nombre es, nada se iguala a Él.🥺💗💗	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@olgacastillo1061	Asi es poderoso es El Señor .Grasias a Dios por la vida de cada joven que le sirve al Señor.Gloria a Jesus	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@edgargonzalez3153	Majestuoso su nombre es JESUS mi REY	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@iamyoryina_05	"2021
Dios te bendiga 🙏"	4	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@jorgeblanco2649	5 de enero del 2021 esta hermosa adoración nos llena de su amor el hermoso Nombre de Jesús nos lleva  más y más amarle nuestro Dios todo  poderoso	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@willyso1	La hermosa Norita se nos fue de su presencia, la exrañaremos demasiado!	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@franciscosanic5180	En el nombre de Dios inicio este hermoso día hermosa alabanza	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@Sharon20099	la cancion es hermosa	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@brooklynkxkfkf90	Amén 🙏	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@brooklynkxkfkf90	No hay otro como tu Jesús	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@sebastiasnromero	Mi Dios eres hermoso. Todo tú eres hermoso.	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@cristinagodoy289	Está canción es hermosa Dios los bendiga quien dice amen  This song is beautiful God bless you who says amen ❤️ This song is beautiful God bless you who says amen	2	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@adeade1357	Te amo mi señor Jesucristo Alabado sea tu nombre amen Aleluya	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@johannabeltran4291	Las mejores voces... siempre en nuestra Iglesia.	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@auraduarte8825	Mi rey es Jesus	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@evamedrano9710	Dios Nuestro Señor,  los bendiga grandemente  y los  siga usando,  desde San José California.	4	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@luzadrianafarfancuevas4792	😀😁	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@luzadrianafarfancuevas4792	Superr me encanta esta cancion es hermosa like para los que les gusta as canciones cristianas	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@julioandrespachecodeavila4843	Gracias Dios por tus maravillas.gracias por lo q me has dado me siento agradecido  contigo mi rey	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@jelara2655	A DIOS sea la gloria y la honra por los siglos de los siglos, amen	4	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@idaharescalante5147	Cantan como ángeles	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@gabycas8074	CUAN GLORIOSO ES SU NOMBRE	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@gabycas8074	🔊ALELUYA aleluya aleluya aleluya🎶🙇	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@sgtmiles9740	ameen a dios el todo poderoso y a todos a los que amen a dios	0	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@amadoviveros2415	Saludos bendiciones  desde panama para toda hispanoamérica	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@marleneviracocha8728	Bendiciones 😇🙏🙏🙏	1	5 years ago
https://www.youtube.com/watch?v=Igz1nUWG0wg	Igz1nUWG0wg	@anthonysalomemartinez2930	Me encanta 🇩🇴🇩🇴🇩🇴	0	5 years ago
